現在のパス,所有Gitリポジトリ,現在Git追跡,分類案,Git管理方針案,配置・統合先案,処置案,行数,パス表記のある行,内容SHA256,確認の深さ,整理後のパス,実施処置,統合先・保持節,実施前分類,実施後分類,実施後SHA256
provider-runtime/skills/live-agency-skills/skills/creator-activity-sync/SKILL.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-activity-sync/SKILL.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,110,,2cc079527b3b69315c9d061e72f49572e7bed92ce092f76a61305c6098a7b91b,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-activity-sync/SKILL.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-activity-sync/SKILL.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,2cc079527b3b69315c9d061e72f49572e7bed92ce092f76a61305c6098a7b91b
provider-runtime/skills/live-agency-skills/skills/creator-activity-sync/references/lark-config.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-activity-sync/references/lark-config.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,48,,cc001127a068b3664f36b7b672d65f9277c3537d2ec6b4ecaaf5adc9396942d5,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-activity-sync/references/lark-config.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-activity-sync/references/lark-config.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,cc001127a068b3664f36b7b672d65f9277c3537d2ec6b4ecaaf5adc9396942d5
provider-runtime/skills/live-agency-skills/skills/creator-activity-sync/references/normalized-activity-schema.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-activity-sync/references/normalized-activity-schema.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,34,,b69c4fdf01df34bb32354a1c75311abe92a9dff4f9b8558f70eee1fc1eafbc36,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-activity-sync/references/normalized-activity-schema.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-activity-sync/references/normalized-activity-schema.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,b69c4fdf01df34bb32354a1c75311abe92a9dff4f9b8558f70eee1fc1eafbc36
provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/SKILL.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/SKILL.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,77,,c63a140bfce80e946555807146697bf4c10ad5a85119e982a20f9dc753472231,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/SKILL.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/SKILL.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,c63a140bfce80e946555807146697bf4c10ad5a85119e982a20f9dc753472231
provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/references/insight-proposal-schema.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/references/insight-proposal-schema.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,37,,62928990bd248f5ab6e99558274a2fccf4377597624d096e54aca12fccef07f5,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/references/insight-proposal-schema.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/references/insight-proposal-schema.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,62928990bd248f5ab6e99558274a2fccf4377597624d096e54aca12fccef07f5
provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/references/lark-config.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/references/lark-config.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,65,,49caa0fe1264f591e8d4e1599eb74029d2da1f5c9c24cb657afb609d16edc282,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/references/lark-config.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/references/lark-config.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,49caa0fe1264f591e8d4e1599eb74029d2da1f5c9c24cb657afb609d16edc282
provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/references/trait-policy.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/references/trait-policy.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,22,,64df8068b3778c4e389c4e3564c043dc1109b8583b6d882328d254cef0289374,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/references/trait-policy.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-insight-sync/references/trait-policy.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,64df8068b3778c4e389c4e3564c043dc1109b8583b6d882328d254cef0289374
provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-compaction/SKILL.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-compaction/SKILL.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持。共通の契約説明は統合候補だが、Skillごとの条件と配布物内の参照を維持,108,,e7fc8d354a5669c37108b4a2e45869a00387d23ef88f32682d814a87c08c1dff,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-compaction/SKILL.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-compaction/SKILL.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,e7fc8d354a5669c37108b4a2e45869a00387d23ef88f32682d814a87c08c1dff
provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-compaction/references/archive-workflow.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-compaction/references/archive-workflow.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持。共通の契約説明は統合候補だが、Skillごとの条件と配布物内の参照を維持,128,"7,8,11,12,21,22,23,32,33,34,35,46,47,48,64,65,73,74",8c8128a4972ac1c2ee7213d35ef05d9f67cb0c0944f99be360cd83c0ebc9acd7,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-compaction/references/archive-workflow.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-compaction/references/archive-workflow.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,8c8128a4972ac1c2ee7213d35ef05d9f67cb0c0944f99be360cd83c0ebc9acd7
provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/SKILL.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/SKILL.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,141,,5da88c07974fae73a4559bb281c97f2749f0f2fcaaf3673edf75b9257fb5ecae,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/SKILL.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/SKILL.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,5da88c07974fae73a4559bb281c97f2749f0f2fcaaf3673edf75b9257fb5ecae
provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/references/lark-config.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/references/lark-config.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,43,,3031bda6d37854ebe7951fcc4ccb422a700ef53791305d3d4fe2122d77586cab,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/references/lark-config.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/references/lark-config.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,3031bda6d37854ebe7951fcc4ccb422a700ef53791305d3d4fe2122d77586cab
provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/references/normalized-observation-schema.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/references/normalized-observation-schema.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,48,14,052e440d78d42aa9c1ba680a9d68319c8b7f63d7f76d29065bfacf1c9e30fcff,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/references/normalized-observation-schema.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/references/normalized-observation-schema.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,052e440d78d42aa9c1ba680a9d68319c8b7f63d7f76d29065bfacf1c9e30fcff
provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/references/v2-dual-run.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/references/v2-dual-run.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,65,,5599eeaa5ab008b1bb038da7069faf4634911b22790a73e83c285879d8cf60c1,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/references/v2-dual-run.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-invitation-status-sync/references/v2-dual-run.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,5599eeaa5ab008b1bb038da7069faf4634911b22790a73e83c285879d8cf60c1
provider-runtime/skills/live-agency-skills/skills/creator-live-history-compaction/SKILL.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-live-history-compaction/SKILL.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持。共通の契約説明は統合候補だが、Skillごとの条件と配布物内の参照を維持,123,,0dbe76c1ad406a8c2ceaf6d62adb0024227b2fe83aac3bbffde34ae4e24d2ffe,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-live-history-compaction/SKILL.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-live-history-compaction/SKILL.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,0dbe76c1ad406a8c2ceaf6d62adb0024227b2fe83aac3bbffde34ae4e24d2ffe
provider-runtime/skills/live-agency-skills/skills/creator-live-history-compaction/references/archive-workflow.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-live-history-compaction/references/archive-workflow.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持。共通の契約説明は統合候補だが、Skillごとの条件と配布物内の参照を維持,117,"29,30,33,34,37,38,39,48,49,50,51,62,63,64",3791708e2f35e0e0cf7edc2038b7f81508bc55c43310a46a45a47af3e67248d1,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-live-history-compaction/references/archive-workflow.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-live-history-compaction/references/archive-workflow.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,3791708e2f35e0e0cf7edc2038b7f81508bc55c43310a46a45a47af3e67248d1
provider-runtime/skills/live-agency-skills/skills/creator-live-history-compaction/references/lark-and-archive-config.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-live-history-compaction/references/lark-and-archive-config.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持。共通の契約説明は統合候補だが、Skillごとの条件と配布物内の参照を維持,51,,19c2e353dbdcca80b1cdcceaf8be28337af2c7766804b5f406a356f03a147bec,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-live-history-compaction/references/lark-and-archive-config.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-live-history-compaction/references/lark-and-archive-config.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,19c2e353dbdcca80b1cdcceaf8be28337af2c7766804b5f406a356f03a147bec
provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/SKILL.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/SKILL.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,107,,c70ddfb2c000cd8cde6f8e160013be141621347ff75b8575d179881d02eaea1a,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/SKILL.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/SKILL.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,c70ddfb2c000cd8cde6f8e160013be141621347ff75b8575d179881d02eaea1a
provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/references/lark-config.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/references/lark-config.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,71,,4bd8c578e658ada0c04fb470e5b8e9e0080778caeedb072bee8e63a98bacb856,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/references/lark-config.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/references/lark-config.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,4bd8c578e658ada0c04fb470e5b8e9e0080778caeedb072bee8e63a98bacb856
provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/references/normalized-live-history-observations.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/references/normalized-live-history-observations.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,49,,c9898fe0ba61ba6c885413c35bbd87f6fa47a1380065536331fa9b1a6d66efd7,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/references/normalized-live-history-observations.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/references/normalized-live-history-observations.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,c9898fe0ba61ba6c885413c35bbd87f6fa47a1380065536331fa9b1a6d66efd7
provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/references/v2-dual-run.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/references/v2-dual-run.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,111,,0c0d9984b4c1b0c7bd7779e8ca096dbf1464fc117b09532f5903b97ed7ff94e3,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/references/v2-dual-run.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-live-history-sync/references/v2-dual-run.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,0c0d9984b4c1b0c7bd7779e8ca096dbf1464fc117b09532f5903b97ed7ff94e3
provider-runtime/skills/live-agency-skills/skills/creator-live-metrics-compaction/SKILL.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-live-metrics-compaction/SKILL.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持。共通の契約説明は統合候補だが、Skillごとの条件と配布物内の参照を維持,98,,e7bf573fc785d5966eca482bedd333ba7c8c3917689090e31d809aaebfafffe2,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-live-metrics-compaction/SKILL.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-live-metrics-compaction/SKILL.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,e7bf573fc785d5966eca482bedd333ba7c8c3917689090e31d809aaebfafffe2
provider-runtime/skills/live-agency-skills/skills/creator-live-metrics-compaction/references/lark-config.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-live-metrics-compaction/references/lark-config.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持。共通の契約説明は統合候補だが、Skillごとの条件と配布物内の参照を維持,53,,038bb8167e924b6422f015c41049e3c8370cc9bee956a582b1d72fc2673484a4,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-live-metrics-compaction/references/lark-config.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-live-metrics-compaction/references/lark-config.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,038bb8167e924b6422f015c41049e3c8370cc9bee956a582b1d72fc2673484a4
provider-runtime/skills/live-agency-skills/skills/creator-profile-compaction/SKILL.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-profile-compaction/SKILL.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持。共通の契約説明は統合候補だが、Skillごとの条件と配布物内の参照を維持,125,"106,107,111,112,115,116",eace0c84da923d6fa7137a0172f32a93e251de82b6f587f754d4e84405d31644,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-profile-compaction/SKILL.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-profile-compaction/SKILL.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,eace0c84da923d6fa7137a0172f32a93e251de82b6f587f754d4e84405d31644
provider-runtime/skills/live-agency-skills/skills/creator-profile-compaction/references/lark-config.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-profile-compaction/references/lark-config.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持。共通の契約説明は統合候補だが、Skillごとの条件と配布物内の参照を維持,57,,2078576f15cfab9b9d9e1eec60b6527c53ca88c8754444b52f301246a1b11ab8,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-profile-compaction/references/lark-config.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-profile-compaction/references/lark-config.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,2078576f15cfab9b9d9e1eec60b6527c53ca88c8754444b52f301246a1b11ab8
provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/SKILL.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/SKILL.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,145,,906bc5c649fbd46be63aef95213c9ab1c81fdac17fe63026d669e365a22c4245,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/SKILL.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/SKILL.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,906bc5c649fbd46be63aef95213c9ab1c81fdac17fe63026d669e365a22c4245
provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/references/lark-config.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/references/lark-config.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,67,,a198ea0702ea8ec40bfa4d04ae853df681657f721f3201034b633b0ac1c4d3e2,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/references/lark-config.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/references/lark-config.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,a198ea0702ea8ec40bfa4d04ae853df681657f721f3201034b633b0ac1c4d3e2
provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/references/normalized-profile-observations.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/references/normalized-profile-observations.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,76,23,bf0c8186ade1eaaa66e6114b3ab00bd74a2421ac1ecd35ca27dc29b5b2c3187e,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/references/normalized-profile-observations.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/references/normalized-profile-observations.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,bf0c8186ade1eaaa66e6114b3ab00bd74a2421ac1ecd35ca27dc29b5b2c3187e
provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/references/v2-dual-run.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/references/v2-dual-run.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,89,,7488d9335924b7c5c0a496c1f014e5159d32e1e133d607b10ba6eaa7c5883e50,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/references/v2-dual-run.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/creator-profile-sync/references/v2-dual-run.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,7488d9335924b7c5c0a496c1f014e5159d32e1e133d607b10ba6eaa7c5883e50
provider-runtime/skills/live-agency-skills/skills/gift-history-sync/SKILL.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/gift-history-sync/SKILL.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,134,,23b371263bd2a799ecf8c7a7208c9f33ca2aca363363c7a4446865e18dab6e79,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/gift-history-sync/SKILL.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/gift-history-sync/SKILL.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,23b371263bd2a799ecf8c7a7208c9f33ca2aca363363c7a4446865e18dab6e79
provider-runtime/skills/live-agency-skills/skills/gift-history-sync/references/lark-projections.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/gift-history-sync/references/lark-projections.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,118,,8b914f97cd6b8ca6c739953c5cf9ad6b0421b7565375c2cb2b5d5d6f549ff111,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/gift-history-sync/references/lark-projections.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/gift-history-sync/references/lark-projections.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,8b914f97cd6b8ca6c739953c5cf9ad6b0421b7565375c2cb2b5d5d6f549ff111
provider-runtime/skills/live-agency-skills/skills/gift-history-sync/references/master-and-plan.md,provider-runtime/skills/live-agency-skills,追跡済み,Skill仕様・利用手順,Git対象（未追跡なら関連実装と記録）,provider-runtime/skills/live-agency-skills/skills/gift-history-sync/references/master-and-plan.md,Skill repositoryで維持。個別業務仕様と配布に必要な資源を保持,39,,a11fdc3539fa9277bc457133c808b7953fd5d56ab9d014758f58da38c8262bb2,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/skills/live-agency-skills/skills/gift-history-sync/references/master-and-plan.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/skills/live-agency-skills/skills/gift-history-sync/references/master-and-plan.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,a11fdc3539fa9277bc457133c808b7953fd5d56ab9d014758f58da38c8262bb2
